address,price,gross_tax,strata_maintenance_fees,bedrooms,bathrooms,property_type,property_age,title,heating_type,feature,amenities,appliances,community,days_on_rew,property_views,mls®_number,source,frontage,lot_size,year_built,depth,half_bathrooms,lot_width,lot_length,age,bungalow,storey,basement,laneway_house,garage,split_entry
4635 Smith Crescent,3149000,5914,,6.0,6.0,house,,freehold nonstrata,natural gas,"jetted bathtub, security system","air conditioning, central air conditioning, golf course nearby, marina nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",hamilton,62 days,452.0,r2753299,rebgv,64.00 feet,17998,2012,299,1.0,64,64,11.0,0,2,0,0,0,0
4631 Smith Crescent,3539000,6965,,4.0,3.0,house,,freehold nonstrata,"forced air,natural gas",,"marina nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",hamilton,62 days,156.0,r2753186,rebgv,84.00 feet,23595,1977,300,0.0,84,84,46.0,0,2,0,0,-1,0
5171 Moncton Street,4988000,7683,,6.0,5.0,house,,freehold nonstrata,radiant,,,washer/dryer/fridge/stove/dishwasher,westwind,246 days,681.0,r2716797,rebgv,85.00 feet,15300,1993,180,0.0,85,85,30.0,0,2,0,0,-1,0
11511 No. 2 Road,1868000,4860,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,"air conditioning, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",westwind,63 days,1024.0,r2753281,rebgv,60.00 feet,7200,1970,120,0.0,60,60,53.0,0,3,0,0,-1,0
8771 Delaware Road,3300000,8483,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","cul-de-sac, drapes/window coverings, heat recovery ventilator, security system, smoke alarm, vacuum - built in, wet bar","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,woodwards,13 days,465.0,r2766019,rebgv,0.00 feet,8527,2013,0,1.0,0,0,10.0,0,2,1,0,0,0
9660 Herbert Road,5380000,11971,,5.0,5.0,house,,freehold nonstrata,"hot water,radiant","drapes/window coverings, security system, smoke alarm, vacuum - built in","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,broadmoor,13 days,397.0,r2766033,rebgv,88.00 feet,10604,2018,121,1.0,88,88,5.0,0,2,0,0,0,0
6831 Camsell Crescent,3288000,8261,,5.0,5.0,house,,freehold nonstrata,,,,,granville,13 days,427.0,r2765982,rebgv,0.00 feet,,2016,,0.0,,,7.0,0,2,0,0,-1,0
7300 St. Albans Road,2899000,6039,,2.0,1.0,house,,freehold nonstrata,,,,,brighouse south,310 days,853.0,r2699390,rebgv,70.00 feet,8750,1970,125,0.0,70,70,53.0,1,-1,0,0,-1,0
4251 Williams Road,2199000,4880,,3.0,3.0,house,,freehold nonstrata,"electric,natural gas","drapes/window coverings, garage door opener, garden, smoke alarm","day care centre, golf course nearby, recreation center, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",boyd park,315 days,512.0,r2698099,rebgv,60.00 feet,9000,1980,150,0.0,60,60,43.0,0,2,0,0,1,0
6340 Chelmsford Street,3880000,7373,,5.0,3.0,house,,freehold nonstrata,"hot water,radiant","drapes/window coverings, garage door opener","recreation nearby, shopping nearby","disposal - waste, microwave, washer/dryer/fridge/stove/dishwasher",granville,366 days,2161.0,r2679089,rebgv,66.00 feet,10345,1989,156,1.0,66,66,34.0,0,2,0,0,1,0
6531 No. 2 Road,2380000,5278,,5.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,riverdale,531 days,2786.0,r2631062,rebgv,66.00 feet,8908,1968,135,1.0,66,66,55.0,0,2,0,0,-1,0
13251 No. 4 Road,12800000,4606,,6.0,6.0,house,,freehold nonstrata,"hot water,natural gas,radiant","garage door opener, security system, storage shed","golf course nearby, recreation nearby, shopping nearby, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,gilmore,14 days,273.0,r2765919,rebgv,645.00 feet,,1994,,1.0,,,29.0,0,2,0,0,1,0
8700 Calder Road,3088000,8876,,4.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, natural gas,radiant","fireplace insert, garage door opener, heat recovery ventilator, oven - built in, security system, smoke alarm, vacuum - built in","air conditioning, central air conditioning, shared laundry, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",lackner,1 day,30.0,r2769429,rebgv,100.00 feet,8582,2011,65.78,1.0,100,100,12.0,0,2,0,0,1,0
6360 Yeats Crescent,2188000,5329,,5.0,3.0,house,,freehold nonstrata,,,,,woodwards,1 day,25.0,r2769390,rebgv,0.00 feet,,1975,,1.0,,,48.0,0,2,0,0,-1,0
4155 Cavendish Drive,1499000,4216,,3.0,2.0,house,,freehold nonstrata,"heat recovery ventilator, natural gas",heat recovery ventilator,,washer/dryer/fridge/stove/dishwasher,steveston north,14 days,904.0,r2765734,rebgv,0.00 feet,,1980,,1.0,,,43.0,0,2,0,0,0,0
5671 Blundell Road,2098800,4765,,3.0,2.0,house,,freehold nonstrata,,,shopping nearby,,lackner,14 days,126.0,r2765602,rebgv,66.00 feet,7920,1958,120,0.0,66,66,65.0,0,1,0,0,-1,0
17240 Fedoruk Road,2777000,7833,,3.0,2.0,house,,freehold nonstrata,,,golf course nearby,,east richmond,14 days,189.0,r2765682,rebgv,130.00 feet,,1958,532,0.0,130,130,65.0,0,3,0,0,-1,0
3828 Francis Road,3388000,8673,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, electric,natural gas,radiant","heat recovery ventilator, oven - built in, pantry, security system, smoke alarm, sprinkler - inground, vacuum - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",seafair,14 days,329.0,r2765701,rebgv,65.98 feet,7912,2019,119.91,1.0,65,65,4.0,0,2,0,0,0,0
3411 Wardmore Place,1678000,4506,,4.0,2.0,house,,freehold nonstrata,"baseboard,electric,forced air","drapes/window coverings, smoke alarm","golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",seafair,14 days,505.0,r2765543,rebgv,0.00 feet,,1960,,0.0,,,63.0,0,2,0,0,0,0
10180 Severn Drive,3188000,7832,,5.0,5.0,house,,freehold nonstrata,"mixed,radiant",,air conditioning,washer/dryer/fridge/stove/dishwasher,south arm,1 day,13.0,r2769332,rebgv,60.00 feet,7733,2016,128.00,1.0,60,60,7.0,0,2,0,0,-1,0
6171 Twintree Place,1790000,4735,,4.0,2.0,house,,freehold nonstrata,,,,,granville,1 day,19.0,r2769110,rebgv,60.00 feet,6000,1966,100,1.0,60,60,57.0,0,2,0,0,-1,0
6371 Udy Road,4950000,11518,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, electric,natural gas,radiant","drapes/window coverings, heat recovery ventilator, jetted bathtub, security system, sprinkler - inground, vacuum - built in, wet bar",air conditioning,"disposal - waste, washer/dryer/fridge/stove/dishwasher",granville,1 day,23.0,r2769319,rebgv,72.00 feet,9504,2017,132,1.0,72,72,6.0,0,2,0,0,0,0
8820 Dolphin Court,1638000,4137,,4.0,2.0,house,,freehold nonstrata,forced air,"cul-de-sac, garage door opener",,washer/dryer/fridge/stove/dishwasher,garden city,1 day,58.0,r2769255,rebgv,36.08 feet,3981,1985,100.81 irr,1.0,36,36,38.0,0,2,0,0,1,0
8411 Elsmore Road,1599900,5070,,3.0,1.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,seafair,15 days,387.0,r2765342,rebgv,66.00 feet,7030,1958,106.5,0.0,66,66,65.0,0,-1,0,0,-1,1
3680 Moresby Drive,1699999,4416,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",quilchena,15 days,1206.0,r2765328,rebgv,60.00 feet,6000,1974,99.98,0.0,60,60,49.0,0,-1,0,0,-1,0
8560 Ryan Road,3366000,7701,,5.0,5.0,house,,freehold nonstrata,radiant,"drapes/window coverings, fireplace insert, garage door opener, pantry, smoke alarm, vacuum - built in","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,south arm,15 days,231.0,r2765285,rebgv,59.99 feet,,2015,,1.0,,,8.0,0,2,0,0,1,0
10931 Seaward Gate,2300000,5060,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,ironwood,65 days,260.0,r2752572,rebgv,70.00 feet,7700,1973,110,0.0,70,70,50.0,0,2,0,0,-1,0
6891 Mayflower Drive,4980000,14782,,5.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","drapes/window coverings, heat recovery ventilator, intercom, security system, vacuum - built in, wet bar","air conditioning, golf course development, recreation nearby, shopping nearby","disposal - waste, washer/dryer/fridge/stove/dishwasher, wine cooler",riverdale,66 days,4640.0,r2752474,rebgv,60.00 feet,13900,2016,220,1.0,60,60,7.0,0,2,0,0,0,0
10531 Granville Avenue,7188800,1390,,1.0,1.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,mclennan,68 days,147.0,r2752212,rebgv,152.00 feet,,1965,1260,0.0,152,152,58.0,0,2,0,0,-1,0
8580 Doulton Place,1699900,4363,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas","cul-de-sac, drapes/window coverings, garage door opener, garden, pantry, security system, vaulted ceiling","recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",woodwards,2 days,112.0,r2769063,rebgv,88.32 feet,4631,1980,0,1.0,88,88,43.0,0,2,0,0,1,0
7391 Moffatt Road,4170000,0,,3.0,1.0,house,,freehold nonstrata,,,,,brighouse,2 days,21.0,r2768945,rebgv,67.00 feet,10720,1950,160,0.0,67,67,73.0,0,2,0,0,-1,0
10820 Dennis Crescent,3198000,8126,,5.0,4.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","garage door opener, heat recovery ventilator, security system, smoke alarm",air conditioning,washer/dryer/fridge/stove/dishwasher,mcnair,16 days,253.0,r2764772,rebgv,68.00 feet,7208,2019,106,1.0,68,68,4.0,0,2,0,0,1,0
10740 Trepassey Drive,1886000,4669,,4.0,2.0,house,,freehold nonstrata,"baseboard,electric",,,washer/dryer/fridge/stove/dishwasher,steveston north,2 days,105.0,r2768983,rebgv,70.00 feet,7000,1976,100,0.0,70,70,47.0,1,-1,0,0,-1,0
10100 Rosedene Crescent,1780000,5115,,4.0,1.0,house,,freehold nonstrata,"baseboard,electric",,"recreation nearby, shopping nearby","clothes washer/dryer, refrigerator, stove",south arm,16 days,256.0,r2764650,rebgv,0.01 feet,7107,1969,.01,0.0,0,0,54.0,0,1,0,0,-1,0
7760 No. 1 Road,2099000,4448,,4.0,1.0,house,,freehold nonstrata,electric,"fireplace insert, oven - built in","recreation nearby, shopping nearby",microwave,quilchena,70 days,216.0,r2752031,rebgv,0.00 feet,8197,1972,0,1.0,0,0,51.0,0,1,0,0,0,0
7831 No 5 Road,1999000,0,,6.0,4.0,house,,freehold,"forced air, hot water",,,,mclennan,71 days,872.0,r2750940,canadian real estate association,134 ft,,1980,,,,,43.0,-1,-1,-1,-1,-1,-1
8740 Garden City Road,2350000,4955,,4.0,2.0,house,,freehold nonstrata,forced air,fireplace insert,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,garden city,72 days,401.0,r2751107,rebgv,61.00 feet,7683,1976,127,1.0,61,61,47.0,0,2,0,0,0,0
9740 Gilhurst Crescent,3488000,8763,,5.0,5.0,house,,freehold nonstrata,"mixed,radiant","drapes/window coverings, garage door opener, security system, smoke alarm, vaulted ceiling","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,broadmoor,16 days,161.0,r2764788,rebgv,67.00 feet,9378,2012,140.00,1.0,67,67,11.0,0,2,0,0,1,0
10220 Freshwater Drive,1998000,4535,,4.0,2.0,house,,freehold nonstrata,"baseboard,hot water","drapes/window coverings, vacuum - built in",,"in suite laundry, washer/dryer/fridge/stove/dishwasher",steveston north,72 days,940.0,r2751079,rebgv,67.50 feet,7000,1974,103.7,1.0,67,67,49.0,0,2,0,0,0,0
8631 Seafair Drive,4580000,8454,,4.0,3.0,house,,freehold nonstrata,"forced air,heat pump,radiant",vacuum - built in,air conditioning,"microwave, washer/dryer/fridge/stove/dishwasher",seafair,72 days,1358.0,r2750842,rebgv,66.00 feet,,2010,,0.0,,,13.0,0,2,0,0,0,0
10491 Bridgeport Road,1699000,4673,,4.0,3.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",west cambie,16 days,812.0,r2764504,rebgv,72.00 feet,9585,1978,133.12,0.0,72,72,45.0,0,3,0,0,-1,0
7431 Sunnymede Crescent,4688000,10964,,5.0,5.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garden, intercom, security system, sprinkler - fire, vacuum - built in, wet bar","air conditioning, central air conditioning","in suite laundry, range top, refrigerator, washer/dryer/fridge/stove/dishwasher",broadmoor,72 days,672.0,r2750879,rebgv,60.00 feet,7340,2019,122.33,1.0,60,60,4.0,0,2,0,0,0,0
6180 Goldsmith Drive,3288000,7328,,6.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","garage door opener, heat recovery ventilator, security system, vacuum - built in",air conditioning,washer/dryer/fridge/stove/dishwasher,woodwards,2 days,86.0,r2768925,rebgv,0.00 feet,,2018,,1.0,,,5.0,0,3,0,0,1,0
22251 Mclean Avenue,1488000,3303,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","garage door opener, security system, smoke alarm, sprinkler - fire","marina nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",hamilton,78 days,3209.0,r2749860,rebgv,42.91 feet,4225,1992,98.42,1.0,42,42,31.0,0,2,0,0,1,0
3440 Rosamond Avenue,2088000,5343,,5.0,2.0,house,,freehold nonstrata,forced air,,,washer/dryer/fridge/stove/dishwasher,seafair,21 days,382.0,r2763792,rebgv,66.00 feet,,1958,,1.0,,,65.0,0,3,0,0,-1,0
8844 Cook Crescent,2700000,4737,,5.0,2.0,house,,freehold nonstrata,forced air,drapes/window coverings,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,brighouse,78 days,200.0,r2749627,rebgv,66.00 feet,7920,1962,120,0.0,66,66,61.0,0,-1,0,0,0,1
4871 Larkspur Avenue,3888800,8414,,5.0,5.0,house,,freehold nonstrata,"hot water,radiant","garage door opener, garden","air conditioning, golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",riverdale,2 days,109.0,r2768588,rebgv,88.00 feet,8670,2014,146.65,1.0,88,88,9.0,0,2,0,0,1,0
12480 Trites Road,2158000,4746,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,"marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,steveston south,3 days,148.0,r2768519,rebgv,30.00 feet,3036,2005,98,1.0,30,30,18.0,0,2,0,0,-1,0
10520 Gilmore Crescent,2588000,6716,,5.0,3.0,house,,freehold nonstrata,,,,,bridgeport,82 days,394.0,r2748970,rebgv,81.00 feet,10818,1970,133.55,0.0,81,81,53.0,0,2,0,0,-1,0
7200 Belair Drive,3370000,7230,,6.0,5.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,broadmoor,3 days,127.0,r2768613,rebgv,70.00 feet,,1993,,1.0,,,30.0,0,2,0,0,-1,0
6580 Williams Road,3495000,4745,,3.0,2.0,house,,freehold nonstrata,,,,,woodwards,3 days,,r2768565,rebgv,68.00 feet,8976,1966,132.00,0.0,68,68,57.0,0,-1,0,0,-1,0
6560 Williams Road,3495000,5861,,7.0,4.0,house,,freehold nonstrata,,,,,woodwards,3 days,,r2768568,rebgv,66.00 feet,8714,1993,132.03,1.0,66,66,30.0,0,-1,0,0,-1,0
Aa01 8211 River Road,358000,500,,2.0,1.0,house,,other,"mixed,propane gas",fireplace insert,"marina nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",west cambie,4 days,106.0,r2768232,rebgv,0.01 feet,436,1978,0.01,1.0,0,0,45.0,0,-1,0,0,0,0
9780 Bates Road,1998000,4964,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",garden,"marina nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",broadmoor,84 days,1565.0,r2748397,rebgv,62.00 feet,6796,1971,109.60,0.0,62,62,52.0,1,-1,0,0,0,0
6320 No. 4 Road,1888000,4726,,4.0,2.0,house,,freehold nonstrata,"baseboard,electric",,,washer/dryer/fridge/stove/dishwasher,mclennan north,85 days,736.0,r2747924,rebgv,63.00 feet,19036,1978,302,0.0,63,63,45.0,0,2,0,0,-1,0
8831 Foster Road,4380000,7300,,7.0,5.0,house,,freehold nonstrata,radiant,garage door opener,"air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,broadmoor,86 days,625.0,r2747828,rebgv,67.00 feet,9445,1993,141,1.0,67,67,30.0,0,2,0,0,1,0
7371 Manning Court,3090000,7254,,3.0,4.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","drapes/window coverings, heat recovery ventilator, hot tub spa/swirlpool, intercom, oven - built in, security system, sprinkler - inground, vacuum - built in",,"microwave, washer/dryer/fridge/stove/dishwasher",broadmoor,5 days,100.0,r2768315,rebgv,60.00 feet,7200,2001,120,1.0,60,60,22.0,0,2,0,0,0,0
3780 Georgia Street,2389000,5675,,4.0,4.0,house,,freehold nonstrata,"natural gas,radiant","garage door opener, security system, smoke alarm, vacuum - built in, windows - thermo","air conditioning, marina nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",steveston village,90 days,1641.0,r2747179,rebgv,0.00 feet,,2014,,0.0,,,9.0,0,2,0,0,1,0
6400 Steveston Highway,5485000,7977,,8.0,8.0,house,,freehold nonstrata,,,,,gilmore,91 days,832.0,r2746688,rebgv,98.00 feet,,2021,,1.0,,,2.0,0,2,0,0,-1,0
6680 Chatterton Road,3999000,11526,,6.0,5.0,house,,freehold nonstrata,radiant,"drapes/window coverings, fireplace insert, garage door opener, oven - built in, security system, vacuum - built in","golf course nearby, recreation nearby, shopping nearby","dishwasher, microwave, range top, washer/dryer/fridge/stove/dishwasher",granville,5 days,89.0,r2768152,rebgv,67.00 feet,11392,1994,170,1.0,67,67,29.0,0,2,0,0,1,0
28 23080 Dyke Road,488000,0,"$1,050",2.0,2.0,house,,leasehold prepaid-nonstrata,electric,,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",hamilton,91 days,1041.0,r2747080,rebgv,,,1995,,0.0,,,28.0,0,-1,0,0,-1,0
8300 Carmel Road,2500000,7056,,6.0,5.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garage door opener","air conditioning, sauna, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",lackner,91 days,1175.0,r2747022,rebgv,66.00 feet,7922,1992,120,1.0,66,66,31.0,0,2,0,0,1,0
5500 Linscott Court,2056000,5182,,4.0,2.0,house,,freehold nonstrata,forced air,cul-de-sac,"air conditioning, central air conditioning","in suite laundry, washer/dryer/fridge/stove/dishwasher",granville,94 days,4755.0,r2746252,rebgv,40.15 feet,5034,1986,108.2,1.0,40,40,37.0,0,2,0,0,0,0
6291 Dakota Drive,1828000,4794,,3.0,2.0,house,,freehold nonstrata,,,,,woodwards,6 days,312.0,r2767787,rebgv,0.00 feet,5300,1979,0.00,1.0,0,0,44.0,0,2,0,0,-1,0
6540 Mang Road,3998000,10623,,6.0,6.0,house,,freehold nonstrata,natural gas,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,granville,6 days,101.0,r2768049,rebgv,67.00 feet,11390,1993,170,0.0,67,67,30.0,0,2,0,0,-1,0
4411 Gander Drive,2388000,5434,,5.0,3.0,house,,freehold nonstrata,"hot water,natural gas,radiant",,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",steveston north,6 days,252.0,r2767820,rebgv,80.00 feet,6993,1981,87.5,1.0,80,80,42.0,0,2,0,0,-1,0
3768 Barmond Avenue,3128000,8045,,5.0,5.0,house,,freehold nonstrata,heat pump,garage door opener,"air conditioning, central air conditioning",washer/dryer/fridge/stove/dishwasher,seafair,7 days,412.0,r2767350,rebgv,66.00 feet,7920,2013,120.00,1.0,66,66,10.0,0,2,0,0,1,0
5446 Blundell Road,1890000,4908,,4.0,3.0,house,,freehold nonstrata,"natural gas,radiant",,,washer/dryer/fridge/stove/dishwasher,granville,7 days,286.0,r2767624,rebgv,35.00 feet,3932,2006,112.39,1.0,35,35,17.0,0,2,0,0,-1,0
