1609 8333 Sweet Avenue,"$998,000",,,,,,,,,,,,,,,,,,,,,,
6 5111 Maple Road,"$1,280,000","$2,915",$394,3,2,townhouse,,freehold strata,2 storey,"electric,forced air",,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",lackner,1 day,75,r2769244,rebgv,,,built in 1986 (37 yrs old),,1
9560 Bates Road,"$3,588,000","$8,327",,4,4,house,,freehold nonstrata,2 storey,"heat recovery ventilator, radiant","garage door opener, heat recovery ventilator, jetted bathtub, pantry",air conditioning,"range top, washer/dryer/fridge/stove/dishwasher",broadmoor,97 days,620,r2745734,rebgv,60.00 feet,7440 ft²,built in 2013 (10 yrs old),,1
1002 5171 Brighouse Way,"$1,728,000","$4,528","$1,022",2,2,apt/condo,,freehold strata,"corner unit,upper unit",heat pump,"elevator, garden","air conditioning, exercise room, hot tub, recreation nearby, sauna, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",brighouse,27 days,358,r2762174,rebgv,,,built in 2013 (10 yrs old),,1
407 13040 No. 2 Road,"$999,900","$2,288",$553,3,2,apt/condo,,freehold strata,"penthouse,upper unit","baseboard,electric","elevator, garden, security system, smoke alarm, sprinkler - fire","bike room, exercise room, marina nearby, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",gilmore,1 day,57,r2769240,rebgv,,,built in 2021 (2 yrs old),,0
605 3268 Carscallen Road,"$649,900",$0,$266,1,1,apt/condo,,freehold strata,upper unit,"forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,563,r2745730,rebgv,,,built in 2021 (2 yrs old),,0
241 8880 Jones Road,"$399,900","$1,039",$233,1,1,apt/condo,,freehold strata,upper unit,baseboard,"drapes/window coverings, elevator, garage door opener, garden","bike room, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",brighouse south,2 days,177,r2769171,rebgv,,,built in 1994 (29 yrs old),,0
1605 5580 No. 3 Road,"$1,590,000","$3,476",$692,2,2,apt/condo,,freehold strata,"2 storey,penthouse",heat pump,"drapes/window coverings, garage door opener, garden, smoke alarm","air conditioning, exercise room, shopping nearby","dishwasher, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",brighouse,28 days,335,r2761917,rebgv,,,built in 2018 (5 yrs old),,0
8593 Ash Street,"$2,349,000","$6,053",,5,4,house,,freehold nonstrata,2 storey,radiant,"drapes/window coverings, security system, vacuum - built in, wet bar, windows - thermo",,"microwave, washer/dryer/fridge/stove/dishwasher",garden city,97 days,2718,r2745566,rebgv,40.00 feet,40 ft x 148 ft (5942 ft²),built in 2007 (16 yrs old),148.55,0
8 10333 River Drive,"$1,087,900",$0,$441,3,2,townhouse,,freehold strata,3 storey,,,,,bridgeport,2 days,64,r2729831,rebgv,,,built in 2024 (-1 yrs old),,1
404 5500 Andrews Road,"$669,000","$1,653",$398,2,2,apt/condo,,freehold strata,upper unit,"baseboard,electric","drapes/window coverings, elevator, fireplace insert, garage door opener, pantry, security - roughed in, smoke alarm, sprinkler - fire","bike room, marina nearby, recreation nearby, shopping nearby, wheelchair access","in suite laundry, washer/dryer/fridge/stove/dishwasher",steveston south,28 days,1886,r2761726,rebgv,,,built in 1997 (26 yrs old),,0
Th 1 3328 Carscallen Road,"$1,349,900",$0,$690,2,3,townhouse,,freehold strata,"2 storey,ground level unit","forced air,heat pump","drapes/window coverings, elevator","air conditioning, central air conditioning, exercise room, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,98 days,914,r2745470,rebgv,,,built in 2021 (2 yrs old),,0
805 5088 Kwantlen Street,"$739,000","$1,977",$329,2,2,apt/condo,,freehold strata,other,electric,garage door opener,"exercise room, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",brighouse,29 days,586,r2761187,rebgv,,,built in 2006 (17 yrs old),,0
